company_id,year,sales,operating_profit,net_profit,opm_percentage,eps,net_profit_margin,operating_margin,eps_growth,profit_growth
BRITANNIA,Mar 2018,9914,1501.0,1004,15.0,42.0,10.13,15.14,13.51,13.45
BRITANNIA,Mar 2019,11055,1732.0,1155,16.0,48.0,10.45,15.67,14.29,15.04
BRITANNIA,Mar 2020,11600,1843.0,1394,16.0,58.0,12.02,15.89,20.83,20.69
BRITANNIA,Mar 2021,13136,2509.0,1851,19.0,77.0,14.09,19.1,32.76,32.78
BRITANNIA,Mar 2022,14136,2201.0,1516,16.0,63.0,10.72,15.57,-18.18,-18.1
BRITANNIA,Mar 2023,16301,2831.0,2316,17.0,96.0,14.21,17.37,52.38,52.77
BRITANNIA,Mar 2024,16769,3167.0,2134,19.0,89.0,12.73,18.89,-7.29,-7.86
BRITANNIA,TTM,17244,3136.0,2129,18.0,89.0,12.35,18.19,0.0,-0.23
CANBK,Mar 2013,34070,7217.0,2995,655.0,12.0,8.79,21.18,,
CANBK,Mar 2014,39570,9636.0,2672,-672.0,10.0,6.75,24.35,-16.67,-10.78
CANBK,Mar 2015,43813,10302.0,2931,-621.0,11.0,6.69,23.51,10.0,9.69
CANBK,Mar 2016,44039,17785.0,-2535,-8008.0,-9.0,-5.76,40.38,-181.82,-186.49
CANBK,Mar 2017,41457,15691.0,1411,-5775.0,5.0,3.4,37.85,-155.56,-155.66
CANBK,Mar 2018,41345,25582.0,-3873,-13350.0,-11.0,-9.37,61.87,-320.0,-374.49
CANBK,Mar 2019,47951,27202.0,696,-11590.0,2.0,1.45,56.73,-118.18,-117.97
CANBK,Mar 2020,49759,26809.0,-1921,-12867.0,-4.0,-3.86,53.88,-300.0,-376.01
CANBK,Mar 2021,70253,43437.0,2957,-18367.0,4.0,4.21,61.83,-200.0,-253.93
CANBK,Mar 2022,70614,41235.0,6158,-13657.0,7.0,8.72,58.39,75.0,108.25
CANBK,Mar 2023,85885,42772.0,11345,-9877.0,12.0,13.21,49.8,71.43,84.23
CANBK,Mar 2024,110519,46146.0,15401,-7745.0,17.0,13.94,41.75,41.67,35.75
CANBK,TTM,119392,48026.0,16571,-8985.0,18.0,13.88,40.23,5.88,7.6
CHOLAFIN,Mar 2013,2570,688.0,308,472.0,4.0,11.98,26.77,,
CHOLAFIN,Mar 2014,3279,932.0,368,578.0,5.0,11.22,28.42,25.0,19.48
CHOLAFIN,Mar 2015,3715,1061.0,444,696.0,6.0,11.95,28.56,20.0,20.65
CHOLAFIN,Mar 2016,4214,1266.0,575,899.0,7.0,13.64,30.04,16.67,29.5
CHOLAFIN,Mar 2017,4694,1322.0,718,1143.0,9.0,15.3,28.16,28.57,24.87
CHOLAFIN,Mar 2018,5559,1451.0,918,1451.0,12.0,16.51,26.1,33.33,27.86
CHOLAFIN,Mar 2019,7108,1632.0,1197,1888.0,15.0,16.84,22.96,25.0,30.39
CHOLAFIN,Mar 2020,8712,2421.0,1054,1699.0,13.0,12.1,27.79,-13.33,-11.95
CHOLAFIN,Mar 2021,9583,2913.0,1521,2094.0,19.0,15.87,30.4,46.15,44.31
CHOLAFIN,Mar 2022,10148,2926.0,2154,2924.0,26.0,21.23,28.83,36.84,41.62
CHOLAFIN,Mar 2023,12884,3621.0,2665,3515.0,32.0,20.68,28.1,23.08,23.72
CHOLAFIN,Mar 2024,19163,5385.0,3420,4548.0,41.0,17.85,28.1,28.12,28.33
CHOLAFIN,TTM,22502,6452.0,3852,5175.0,46.0,17.12,28.67,12.2,12.63
CIPLA,Mar 2013,8279,6065.0,1545,2214.0,19.0,18.66,73.26,,
CIPLA,Mar 2014,10173,8026.0,1404,2147.0,17.0,13.8,78.9,-10.53,-9.13
CIPLA,Mar 2015,11345,9183.0,1229,2163.0,15.0,10.83,80.94,-11.76,-12.46
CIPLA,Mar 2016,13790,11310.0,1383,2480.0,17.0,10.03,82.02,13.33,12.53
CIPLA,Mar 2017,14394,11898.0,1035,2496.0,13.0,7.19,82.66,-23.53,-25.16
CIPLA,Mar 2018,15156,12329.0,1417,2826.0,18.0,9.35,81.35,38.46,36.91
CIPLA,Mar 2019,16362,13265.0,1492,3097.0,19.0,9.12,81.07,5.56,5.29
CIPLA,Mar 2020,17132,13926.0,1500,3206.0,19.0,8.76,81.29,0.0,0.54
CIPLA,Mar 2021,19160,14907.0,2389,4252.0,30.0,12.47,77.8,57.89,59.27
CIPLA,Mar 2022,21763,17211.0,2547,4553.0,31.0,11.7,79.08,3.33,6.61
CIPLA,Mar 2023,22753,17726.0,2833,5027.0,35.0,12.45,77.91,12.9,11.23
CIPLA,Mar 2024,25774,19483.0,4154,6291.0,51.0,16.12,75.59,45.71,46.63
CIPLA,TTM,26981,20075.0,4987,6906.0,62.0,18.48,74.4,21.57,20.05
COALINDIA,Mar 2013,68303,50216.0,17356,18087.0,27.0,25.41,73.52,,
COALINDIA,Mar 2014,70608,52842.0,15112,17766.0,24.0,21.4,74.84,-11.11,-12.93
COALINDIA,Mar 2015,74120,56777.0,13727,17343.0,22.0,18.52,76.6,-8.33,-9.16
COALINDIA,Mar 2016,77861,59147.0,14267,18714.0,23.0,18.32,75.96,4.55,3.93
COALINDIA,Mar 2017,78164,65716.0,9280,12448.0,15.0,11.87,84.07,-34.78,-34.95
COALINDIA,Mar 2018,85244,75956.0,7038,9288.0,11.0,8.26,89.1,-26.67,-24.16
COALINDIA,Mar 2019,99586,74579.0,17464,25007.0,28.0,17.54,74.89,154.55,148.14
COALINDIA,Mar 2020,96080,74500.0,16700,21581.0,27.0,17.38,77.54,-3.57,-4.37
COALINDIA,Mar 2021,90026,71398.0,12702,18628.0,21.0,14.11,79.31,-22.22,-23.94
COALINDIA,Mar 2022,109715,84995.0,17378,24721.0,28.0,15.84,77.47,33.33,36.81
COALINDIA,Mar 2023,138252,94020.0,31723,44232.0,52.0,22.95,68.01,85.71,82.55
COALINDIA,Mar 2024,142324,94352.0,37369,47971.0,61.0,26.26,66.29,17.31,17.8
COALINDIA,TTM,140328,93717.0,34350,46610.0,56.0,24.48,66.78,-8.2,-8.08
DABUR,Mar 2013,6140,992.0,766,16.0,4.0,12.48,16.16,,
DABUR,Mar 2014,7058,1162.0,916,16.0,5.0,12.98,16.46,25.0,19.58
DABUR,Mar 2015,7795,1320.0,1068,17.0,6.0,13.7,16.93,20.0,16.59
DABUR,Mar 2016,7780,1518.0,1254,20.0,7.0,16.12,19.51,16.67,17.42
DABUR,Mar 2017,7614,1512.0,1280,20.0,7.0,16.81,19.86,0.0,2.07
DABUR,Mar 2018,7722,1617.0,1358,21.0,8.0,17.59,20.94,14.29,6.09
DABUR,Mar 2019,8515,1740.0,1446,20.0,8.0,16.98,20.43,0.0,6.48
DABUR,Mar 2020,8685,1792.0,1448,21.0,8.0,16.67,20.63,0.0,0.14
DABUR,Mar 2021,9562,2002.0,1695,21.0,10.0,17.73,20.94,25.0,17.06
DABUR,Mar 2022,10889,2252.0,1742,21.0,10.0,16.0,20.68,0.0,2.77
DABUR,Mar 2023,11530,2162.0,1701,19.0,10.0,14.75,18.75,0.0,-2.35
DABUR,Mar 2024,12404,2400.0,1811,19.0,10.0,14.6,19.35,0.0,6.47
DABUR,TTM,12447,2341.0,1760,19.0,10.0,14.14,18.81,0.0,-2.82
DIVISLAB,Mar 2013,2145,816.0,602,38.0,23.0,28.07,38.04,,
DIVISLAB,Mar 2014,2532,1018.0,773,40.0,29.0,30.53,40.21,26.09,28.41
DIVISLAB,Mar 2015,3115,1173.0,852,38.0,32.0,27.35,37.66,10.34,10.22
DIVISLAB,Mar 2016,3776,1423.0,1126,38.0,42.0,29.82,37.69,31.25,32.16
DIVISLAB,Mar 2017,4064,1450.0,1060,36.0,40.0,26.08,35.68,-4.76,-5.86
DIVISLAB,Mar 2018,3891,1269.0,877,33.0,33.0,22.54,32.61,-17.5,-17.26
DIVISLAB,Mar 2019,4946,1874.0,1353,38.0,51.0,27.36,37.89,54.55,54.28
DIVISLAB,Mar 2020,5394,1826.0,1377,34.0,52.0,25.53,33.85,1.96,1.77
DIVISLAB,Mar 2021,6969,2867.0,1984,41.0,75.0,28.47,41.14,44.23,44.08
DIVISLAB,Mar 2022,8960,3885.0,2960,43.0,112.0,33.04,43.36,49.33,49.19
DIVISLAB,Mar 2023,7767,2370.0,1824,31.0,69.0,23.48,30.51,-38.39,-38.38
DIVISLAB,Mar 2024,7845,2210.0,1600,28.0,60.0,20.4,28.17,-13.04,-12.28
DIVISLAB,TTM,8614,2558.0,1836,30.0,69.0,21.31,29.7,15.0,14.75
DLF,Mar 2013,7773,2633.0,667,34.0,4.0,8.58,33.87,,
DLF,Mar 2014,8298,2493.0,590,30.0,4.0,7.11,30.04,0.0,-11.54
DLF,Mar 2015,7649,3014.0,507,39.0,3.0,6.63,39.4,-25.0,-14.07
DLF,Mar 2016,9926,3966.0,305,40.0,2.0,3.07,39.96,-33.33,-39.84
DLF,Mar 2017,8221,3446.0,708,42.0,4.0,8.61,41.92,100.0,132.13
DLF,Mar 2018,6707,2378.0,4477,35.0,25.0,66.75,35.46,525.0,532.34
DLF,Mar 2019,8366,2148.0,1314,26.0,6.0,15.71,25.68,-76.0,-70.65
DLF,Mar 2020,6083,1146.0,-590,19.0,-2.0,-9.7,18.84,-133.33,-144.9
DLF,Mar 2021,5414,1469.0,1083,27.0,4.0,20.0,27.13,-300.0,-283.56
DLF,Mar 2022,5717,1743.0,1500,30.0,6.0,26.24,30.49,50.0,38.5
DLF,Mar 2023,5695,1726.0,2034,30.0,8.0,35.72,30.31,33.33,35.6
DLF,Mar 2024,6427,2124.0,2724,33.0,11.0,42.38,33.05,37.5,33.92
DLF,TTM,7001,1885.0,4004,27.0,16.0,57.19,26.92,45.45,46.99
DMART,Mar 2013,3341,215.0,94,6.0,2.0,2.81,6.44,,
DMART,Mar 2014,4686,341.0,161,7.0,3.0,3.44,7.28,50.0,71.28
DMART,Mar 2015,6439,456.0,212,7.0,4.0,3.29,7.08,33.33,31.68
DMART,Mar 2016,8584,664.0,320,8.0,6.0,3.73,7.74,50.0,50.94
DMART,Mar 2017,11898,969.0,479,8.0,8.0,4.03,8.14,33.33,49.69
DMART,Mar 2018,15033,1353.0,806,9.0,13.0,5.36,9.0,62.5,68.27
DMART,Mar 2019,20005,1633.0,902,8.0,14.0,4.51,8.16,7.69,11.91
DMART,Mar 2020,24870,2128.0,1301,9.0,20.0,5.23,8.56,42.86,44.24
DMART,Mar 2021,24143,1745.0,1099,7.0,17.0,4.55,7.23,-15.0,-15.53
DMART,Mar 2022,30976,2502.0,1492,8.0,23.0,4.82,8.08,35.29,35.76
DMART,Mar 2023,42840,3639.0,2378,8.0,37.0,5.55,8.49,60.87,59.38
DMART,Mar 2024,50789,4106.0,2536,8.0,39.0,4.99,8.08,5.41,6.64
DMART,TTM,57213,4476.0,2720,8.0,42.0,4.75,7.82,7.69,7.26
DRREDDY,Mar 2013,11833,2669.0,1527,23.0,18.0,12.9,22.56,,
DRREDDY,Mar 2014,13415,3251.0,1963,24.0,23.0,14.63,24.23,27.78,28.55
DRREDDY,Mar 2015,15023,3508.0,2336,23.0,27.0,15.55,23.35,17.39,19.0
DRREDDY,Mar 2016,15568,3585.0,2131,23.0,25.0,13.69,23.03,-7.41,-8.78
DRREDDY,Mar 2017,14196,2472.0,1292,17.0,16.0,9.1,17.41,-36.0,-39.37
DRREDDY,Mar 2018,14281,2351.0,947,16.0,11.0,6.63,16.46,-31.25,-26.7
DRREDDY,Mar 2019,15448,3178.0,1950,21.0,23.0,12.62,20.57,109.09,105.91
DRREDDY,Mar 2020,17517,2477.0,2026,14.0,24.0,11.57,14.14,4.35,3.9
DRREDDY,Mar 2021,19048,3874.0,1952,20.0,23.0,10.25,20.34,-4.17,-3.65
DRREDDY,Mar 2022,21545,3768.0,2182,17.0,26.0,10.13,17.49,13.04,11.78
DRREDDY,Mar 2023,24670,6470.0,4507,26.0,54.0,18.27,26.23,107.69,106.55
DRREDDY,Mar 2024,28011,7933.0,5578,28.0,67.0,19.91,28.32,24.07,23.76
DRREDDY,TTM,31229,8311.0,5448,27.0,64.0,17.45,26.61,-4.48,-2.33
EICHERMOT,Dec 2012,6390,550.0,475,9.0,12.0,7.43,8.61,,
EICHERMOT,Dec 2013,6810,715.0,525,11.0,15.0,7.71,10.5,25.0,10.53
EICHERMOT,Dec 2014,8738,1118.0,702,13.0,23.0,8.03,12.79,53.33,33.71
EICHERMOT,Mar 2016,6173,1690.0,1338,27.0,49.0,21.68,27.38,113.04,90.6
EICHERMOT,Mar 2017,7033,2174.0,1667,31.0,61.0,23.7,30.91,24.49,24.59
EICHERMOT,Mar 2018,8965,2809.0,1960,31.0,72.0,21.86,31.33,18.03,17.58
EICHERMOT,Mar 2019,9797,2904.0,2203,30.0,81.0,22.49,29.64,12.5,12.4
EICHERMOT,Mar 2020,9154,2183.0,1827,24.0,67.0,19.96,23.85,-17.28,-17.07
EICHERMOT,Mar 2021,8720,1783.0,1347,20.0,49.0,15.45,20.45,-26.87,-26.27
EICHERMOT,Mar 2022,10298,2178.0,1677,21.0,61.0,16.28,21.15,24.49,24.5
EICHERMOT,Mar 2023,14442,3446.0,2914,24.0,107.0,20.18,23.86,75.41,73.76
EICHERMOT,Mar 2024,16536,4329.0,4001,26.0,146.0,24.2,26.18,36.45,37.3
EICHERMOT,TTM,17091,4472.0,4268,26.0,156.0,24.97,26.17,6.85,6.67
GAIL,Mar 2013,50974,7427.0,4367,15.0,6.0,8.57,14.57,,
GAIL,Mar 2014,61765,7988.0,4786,13.0,7.0,7.75,12.93,16.67,9.59
GAIL,Mar 2015,60557,5631.0,3160,9.0,5.0,5.22,9.3,-28.57,-33.97
GAIL,Mar 2016,52053,4536.0,1874,9.0,3.0,3.6,8.71,-40.0,-40.7
GAIL,Mar 2017,48552,6021.0,3374,12.0,5.0,6.95,12.4,66.67,80.04
GAIL,Mar 2018,54496,7802.0,4805,14.0,7.0,8.82,14.32,40.0,42.41
GAIL,Mar 2019,76190,9938.0,6553,13.0,10.0,8.6,13.04,42.86,36.38
GAIL,Mar 2020,72518,9022.0,9515,12.0,14.0,13.12,12.44,40.0,45.2
GAIL,Mar 2021,57372,7245.0,6143,13.0,9.0,10.71,12.63,-35.71,-35.44
GAIL,Mar 2022,92770,15161.0,12304,16.0,18.0,13.26,16.34,100.0,100.29
GAIL,Mar 2023,145668,7500.0,5596,5.0,9.0,3.84,5.15,-50.0,-54.52
GAIL,Mar 2024,133228,14314.0,9903,11.0,15.0,7.43,10.74,66.67,76.97
GAIL,TTM,136081,16784.0,11541,12.0,18.0,8.48,12.33,20.0,16.54
GODREJCP,Mar 2013,6412,995.0,845,16.0,8.0,13.18,15.52,,
GODREJCP,Mar 2014,7599,1169.0,819,15.0,7.0,10.78,15.38,-12.5,-3.08
GODREJCP,Mar 2015,8273,1379.0,976,17.0,9.0,11.8,16.67,28.57,19.17
GODREJCP,Mar 2016,8424,1657.0,831,20.0,8.0,9.86,19.67,-11.11,-14.86
GODREJCP,Mar 2017,9268,1907.0,1308,21.0,13.0,14.11,20.58,62.5,57.4
GODREJCP,Mar 2018,9847,2084.0,1634,21.0,16.0,16.59,21.16,23.08,24.92
GODREJCP,Mar 2019,10314,2132.0,2342,21.0,23.0,22.71,20.67,43.75,43.33
GODREJCP,Mar 2020,9911,2154.0,1497,22.0,15.0,15.1,21.73,-34.78,-36.08
GODREJCP,Mar 2021,11029,2399.0,1721,22.0,17.0,15.6,21.75,13.33,14.96
GODREJCP,Mar 2022,12276,2409.0,1783,20.0,17.0,14.52,19.62,0.0,3.6
GODREJCP,Mar 2023,13316,2443.0,1702,18.0,17.0,12.78,18.35,0.0,-4.54
GODREJCP,Mar 2024,14096,2957.0,-561,21.0,-5.0,-3.98,20.98,-129.41,-132.96
GODREJCP,TTM,14152,2996.0,-453,21.0,-4.0,-3.2,21.17,-20.0,-19.25
GRASIM,Mar 2013,27909,5924.0,3778,21.0,57.0,13.54,21.23,,
GRASIM,Mar 2014,28331,4915.0,2954,17.0,44.0,10.43,17.35,-22.81,-21.81
GRASIM,Mar 2015,31734,5144.0,2582,16.0,37.0,8.14,16.21,-15.91,-12.59
GRASIM,Mar 2016,34487,5911.0,3455,17.0,51.0,10.02,17.14,37.84,33.81
GRASIM,Mar 2017,36068,7387.0,4246,20.0,66.0,11.77,20.48,29.41,22.89
GRASIM,Mar 2018,55894,11612.0,3688,21.0,39.0,6.6,20.78,-40.91,-13.14
GRASIM,Mar 2019,77200,16640.0,2745,22.0,25.0,3.56,21.55,-35.9,-25.57
GRASIM,Mar 2020,68252,10373.0,6639,15.0,65.0,9.73,15.2,160.0,141.86
GRASIM,Mar 2021,76404,18635.0,6987,24.0,63.0,9.14,24.39,-3.08,5.24
GRASIM,Mar 2022,95701,20431.0,11206,21.0,111.0,11.71,21.35,76.19,60.38
GRASIM,Mar 2023,117627,21589.0,11078,18.0,100.0,9.42,18.35,-9.91,-1.14
GRASIM,Mar 2024,130978,27195.0,9926,21.0,85.0,7.58,20.76,-15.0,-10.4
GRASIM,TTM,137116,27506.0,8693,20.0,67.0,6.34,20.06,-21.18,-12.42
HAL,Mar 2013,14328,768.0,2997,5.0,124.0,20.92,5.36,,
HAL,Mar 2014,15135,1570.0,2693,10.0,28.0,17.79,10.37,-77.42,-10.14
HAL,Mar 2015,15730,2351.0,2388,15.0,25.0,15.18,14.95,-10.71,-11.33
HAL,Mar 2016,16758,2478.0,1998,15.0,28.0,11.92,14.79,12.0,-16.33
HAL,Mar 2017,17950,3236.0,2616,18.0,36.0,14.57,18.03,28.57,30.93
HAL,Mar 2018,18519,3460.0,1987,19.0,30.0,10.73,18.68,-16.67,-24.04
HAL,Mar 2019,20008,4569.0,2346,23.0,35.0,11.73,22.84,16.67,18.07
HAL,Mar 2020,21445,4880.0,2842,23.0,42.0,13.25,22.76,20.0,21.14
HAL,Mar 2021,22882,5341.0,3239,23.0,48.0,14.16,23.34,14.29,13.97
HAL,Mar 2022,24620,5420.0,5086,22.0,76.0,20.66,22.01,58.33,57.02
HAL,Mar 2023,26928,6669.0,5811,25.0,87.0,21.58,24.77,14.47,14.25
HAL,Mar 2024,30381,9749.0,7595,32.0,114.0,25.0,32.09,31.03,30.7
HAL,TTM,31154,9954.0,8472,32.0,127.0,27.19,31.95,11.4,11.55
HAVELLS,Mar 2013,7135,674.0,581,9.0,9.0,8.14,9.45,,
HAVELLS,Mar 2014,8051,777.0,446,10.0,7.0,5.54,9.65,-22.22,-23.24
HAVELLS,Mar 2015,8468,755.0,385,9.0,6.0,4.55,8.92,-14.29,-13.68
HAVELLS,Mar 2016,7594,796.0,1300,10.0,21.0,17.12,10.48,250.0,237.66
HAVELLS,Mar 2017,6130,815.0,494,13.0,8.0,8.06,13.3,-61.9,-62.0
HAVELLS,Mar 2018,8116,1033.0,661,13.0,11.0,8.14,12.73,37.5,33.81
HAVELLS,Mar 2019,10073,1189.0,788,12.0,13.0,7.82,11.8,18.18,19.21
HAVELLS,Mar 2020,9440,1067.0,735,11.0,12.0,7.79,11.3,-7.69,-6.73
HAVELLS,Mar 2021,10457,1589.0,1044,15.0,17.0,9.98,15.2,41.67,42.04
HAVELLS,Mar 2022,13938,1775.0,1196,13.0,19.0,8.58,12.73,11.76,14.56
HAVELLS,Mar 2023,16911,1621.0,1072,10.0,17.0,6.34,9.59,-10.53,-10.37
HAVELLS,Mar 2024,18590,1881.0,1271,10.0,20.0,6.84,10.12,17.65,18.56
HAVELLS,TTM,20677,2008.0,1400,10.0,22.0,6.77,9.71,10.0,10.15
HCLTECH,Jun 2013,25581,5680.0,4040,22.0,14.0,15.79,22.2,,
HCLTECH,Jun 2014,32144,8035.0,6528,25.0,23.0,20.31,25.0,64.29,61.58
HCLTECH,Jun 2015,36701,8486.0,7342,23.0,26.0,20.0,23.12,13.04,12.47
HCLTECH,Mar 2016 9m,31136,6654.0,5602,21.0,20.0,17.99,21.37,-23.08,-23.7
HCLTECH,Mar 2017,47568,10390.0,8606,22.0,30.0,18.09,21.84,50.0,53.62
HCLTECH,Mar 2018,50569,11246.0,8722,22.0,31.0,17.25,22.24,3.33,1.35
HCLTECH,Mar 2019,60427,13926.0,10120,23.0,37.0,16.75,23.05,19.35,16.03
HCLTECH,Mar 2020,70676,17316.0,11057,24.0,41.0,15.64,24.5,10.81,9.26
HCLTECH,Mar 2021,75379,20048.0,11169,27.0,41.0,14.82,26.6,0.0,1.01
HCLTECH,Mar 2022,85651,20529.0,13523,24.0,50.0,15.79,23.97,21.95,21.08
HCLTECH,Mar 2023,101456,22628.0,14845,22.0,55.0,14.63,22.3,10.0,9.78
HCLTECH,Mar 2024,109913,24198.0,15710,22.0,58.0,14.29,22.02,5.45,5.83
HCLTECH,TTM,115308,25139.0,17085,22.0,63.0,14.82,21.8,8.62,8.75
HDFCBANK,Mar 2013,35861,12631.0,6903,3534.0,14.0,19.25,35.22,,
HDFCBANK,Mar 2014,42555,13508.0,8768,5602.0,18.0,20.6,31.74,28.57,27.02
HDFCBANK,Mar 2015,50666,16164.0,10703,7214.0,21.0,21.12,31.9,16.67,22.07
HDFCBANK,Mar 2016,63162,20055.0,12821,9037.0,25.0,20.3,31.75,19.05,19.79
HDFCBANK,Mar 2017,73271,23856.0,15317,11374.0,30.0,20.9,32.56,20.0,19.47
HDFCBANK,Mar 2018,85288,29532.0,18561,13374.0,36.0,21.76,34.63,20.0,21.18
HDFCBANK,Mar 2019,105161,34856.0,22446,16592.0,41.0,21.34,33.15,13.89,20.93
HDFCBANK,Mar 2020,122189,45459.0,27296,14593.0,50.0,22.34,37.2,21.95,21.61
HDFCBANK,Mar 2021,128552,52457.0,31857,16848.0,58.0,24.78,40.81,16.0,16.71
HDFCBANK,Mar 2022,135936,56557.0,38151,20795.0,69.0,28.07,41.61,18.97,19.76
HDFCBANK,Mar 2023,170754,63042.0,46149,29932.0,82.0,27.03,36.92,18.84,20.96
HDFCBANK,Mar 2024,283649,174196.0,65446,-44685.0,84.0,23.07,61.41,2.44,41.81
HDFCBANK,TTM,329022,206009.0,72168,-57587.0,91.0,21.93,62.61,8.33,10.27
HDFCLIFE,Mar 2013,14060,13535.0,447,525.0,2.0,3.18,96.27,,
HDFCLIFE,Mar 2014,17166,16561.0,725,605.0,4.0,4.22,96.48,100.0,62.19
HDFCLIFE,Mar 2015,27215,26341.0,786,874.0,4.0,2.89,96.79,0.0,8.41
HDFCLIFE,Mar 2016,18141,17187.0,817,953.0,4.0,4.5,94.74,0.0,3.94
HDFCLIFE,Mar 2017,30647,29674.0,887,972.0,4.0,2.89,96.83,0.0,8.57
HDFCLIFE,Mar 2018,32260,31186.0,1107,1074.0,6.0,3.43,96.67,50.0,24.8
HDFCLIFE,Mar 2019,38855,37640.0,1278,1215.0,6.0,3.29,96.87,0.0,15.45
HDFCLIFE,Mar 2020,29380,28239.0,1297,1141.0,6.0,4.41,96.12,0.0,1.49
HDFCLIFE,Mar 2021,71528,70294.0,1361,1235.0,7.0,1.9,98.27,16.67,4.93
HDFCLIFE,Mar 2022,67126,66348.0,1327,778.0,6.0,1.98,98.84,-14.29,-2.5
HDFCLIFE,Mar 2023,70207,70127.0,1368,80.0,6.0,1.95,99.89,0.0,3.09
HDFCLIFE,Mar 2024,101482,100951.0,1574,531.0,7.0,1.55,99.48,16.67,15.06
HDFCLIFE,TTM,100772,100048.0,1747,725.0,8.0,1.73,99.28,14.29,10.99
HEROMOTOCO,Mar 2014,25275,21722.0,2102,3553.0,105.0,8.32,85.94,,
HEROMOTOCO,Mar 2015,27538,24018.0,2364,3520.0,118.0,8.58,87.22,12.38,12.46
HEROMOTOCO,Mar 2016,28457,24033.0,3112,4424.0,157.0,10.94,84.45,33.05,31.64
HEROMOTOCO,Mar 2017,28610,24025.0,3546,4585.0,179.0,12.39,83.97,14.01,13.95
HEROMOTOCO,Mar 2018,32458,27124.0,3722,5334.0,186.0,11.47,83.57,3.91,4.96
HEROMOTOCO,Mar 2019,33971,28946.0,3466,5025.0,172.0,10.2,85.21,-7.53,-6.88
HEROMOTOCO,Mar 2020,29254,25184.0,3659,4070.0,182.0,12.51,86.09,5.81,5.57
HEROMOTOCO,Mar 2021,30959,26902.0,2936,4058.0,146.0,9.48,86.9,-19.78,-19.76
HEROMOTOCO,Mar 2022,29551,26295.0,2329,3256.0,116.0,7.88,88.98,-20.55,-20.67
HEROMOTOCO,Mar 2023,34158,30060.0,2800,4099.0,141.0,8.2,88.0,21.55,20.22
HEROMOTOCO,Mar 2024,37789,32554.0,3742,5235.0,187.0,9.9,86.15,32.62,33.64
HEROMOTOCO,TTM,40098,34537.0,4133,5561.0,207.0,10.31,86.13,10.7,10.45
HINDALCO,Mar 2013,80193,72494.0,3007,7699.0,16.0,3.75,90.4,,
HINDALCO,Mar 2014,87695,79671.0,2195,8024.0,11.0,2.5,90.85,-31.25,-27.0
HINDALCO,Mar 2015,104281,95437.0,259,8844.0,4.0,0.25,91.52,-63.64,-88.2
HINDALCO,Mar 2016,98759,90981.0,-702,7778.0,-1.0,-0.71,92.12,-125.0,-371.04
HINDALCO,Mar 2017,100184,87867.0,1882,12317.0,8.0,1.88,87.71,-900.0,-368.09
HINDALCO,Mar 2018,115183,101488.0,6083,13695.0,27.0,5.28,88.11,237.5,223.22
HINDALCO,Mar 2019,130542,115031.0,5495,15511.0,24.0,4.21,88.12,-11.11,-9.67
HINDALCO,Mar 2020,118144,103838.0,3767,14306.0,17.0,3.19,87.89,-29.17,-31.45
HINDALCO,Mar 2021,132008,114449.0,3483,17559.0,16.0,2.64,86.7,-5.88,-7.54
HINDALCO,Mar 2022,195059,166712.0,13730,28347.0,61.0,7.04,85.47,281.25,294.2
HINDALCO,Mar 2023,223202,200536.0,10097,22666.0,45.0,4.52,89.85,-26.23,-26.46
HINDALCO,Mar 2024,215962,192090.0,10155,23872.0,45.0,4.7,88.95,0.0,0.57
HINDALCO,TTM,224018,196087.0,12488,27931.0,56.0,5.57,87.53,24.44,22.97
HINDUNILVR,Mar 2013,27004,22784.0,3839,4220.0,18.0,14.22,84.37,,
HINDUNILVR,Mar 2014,29234,24475.0,3956,4759.0,18.0,13.53,83.72,0.0,3.05
HINDUNILVR,Mar 2015,31972,26560.0,4376,5412.0,20.0,13.69,83.07,11.11,10.62
HINDUNILVR,Mar 2016,32186,26276.0,4151,5910.0,19.0,12.9,81.64,-5.0,-5.14
HINDUNILVR,Mar 2017,33162,26834.0,4490,6328.0,21.0,13.54,80.92,10.53,8.17
HINDUNILVR,Mar 2018,35545,28046.0,5227,7499.0,24.0,14.71,78.9,14.29,16.41
HINDUNILVR,Mar 2019,39310,30430.0,6060,8880.0,28.0,15.42,77.41,16.67,15.94
HINDUNILVR,Mar 2020,39783,29922.0,6756,9861.0,31.0,16.98,75.21,10.71,11.49
HINDUNILVR,Mar 2021,47028,35402.0,7999,11626.0,34.0,17.01,75.28,9.68,18.4
HINDUNILVR,Mar 2022,52446,39589.0,8892,12857.0,38.0,16.95,75.49,11.76,11.16
HINDUNILVR,Mar 2023,60580,46433.0,10143,14147.0,43.0,16.74,76.65,13.16,14.07
HINDUNILVR,Mar 2024,61896,47237.0,10282,14659.0,44.0,16.61,76.32,2.33,1.37
HINDUNILVR,TTM,62661,47902.0,10757,14759.0,46.0,17.17,76.45,4.55,4.62
ICICIBANK,Mar 2013,44885,31684.0,10130,-15085.0,15.0,22.57,70.59,,
ICICIBANK,Mar 2014,49479,32852.0,11677,-13084.0,17.0,23.6,66.4,13.33,15.27
ICICIBANK,Mar 2015,54964,38766.0,12942,-16120.0,19.0,23.55,70.53,11.76,10.83
ICICIBANK,Mar 2016,59294,52252.0,10927,-26955.0,16.0,18.43,88.12,-15.79,-15.57
